source,level,wkr_nr,wkr_name,land_nr,unit,votes_type,votes,votes_valid
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,50231,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,33300,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,FREIE WÄHLER,Erststimmen,2324,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,FREIE WÄHLER,Zweitstimmen,1715,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1844,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1990,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,138,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Ökologisch-Demokratische Partei,Zweitstimmen,132,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,194,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,12,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Deutsche Kommunistische Partei,Zweitstimmen,40,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Partei der Humanisten,Zweitstimmen,157,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Die Urbane. Eine HipHop Partei,Erststimmen,227,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Die Urbane. Eine HipHop Partei,Zweitstimmen,118,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Basisdemokratische Partei Deutschland,Erststimmen,3357,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Basisdemokratische Partei Deutschland,Zweitstimmen,2866,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Wir Bürger (2021: Liberal-Konservative Reformer),Erststimmen,157,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,73,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Südschleswigscher Wählerverband,Erststimmen,13020,178575
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Südschleswigscher Wählerverband,Zweitstimmen,16415,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,318,178625
data-raw/w-btw21_kerg,district,1,Flensburg – Schleswig,1,Volt Deutschland,Zweitstimmen,403,178625
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wahlberechtigte,Erststimmen,188267,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wahlberechtigte,Zweitstimmen,188267,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wählende,Erststimmen,145387,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wählende,Zweitstimmen,145387,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Ungültige Stimmen,Erststimmen,1337,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Ungültige Stimmen,Zweitstimmen,1242,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Gültige Stimmen,Erststimmen,144050,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Gültige Stimmen,Zweitstimmen,144145,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Christlich Demokratische Union Deutschlands,Erststimmen,43745,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Christlich Demokratische Union Deutschlands,Zweitstimmen,35511,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Sozialdemokratische Partei Deutschlands,Erststimmen,40026,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Sozialdemokratische Partei Deutschlands,Zweitstimmen,37926,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Alternative für Deutschland,Erststimmen,8274,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Alternative für Deutschland,Zweitstimmen,8798,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Freie Demokratische Partei,Erststimmen,13958,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Freie Demokratische Partei,Zweitstimmen,18350,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,DIE LINKE,Erststimmen,4060,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,DIE LINKE,Zweitstimmen,4437,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,20611,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,22588,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,FREIE WÄHLER,Erststimmen,1510,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,FREIE WÄHLER,Zweitstimmen,1081,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1322,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1604,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,146,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Ökologisch-Demokratische Partei,Zweitstimmen,121,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,125,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,26,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Deutsche Kommunistische Partei,Zweitstimmen,33,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Partei der Humanisten,Zweitstimmen,130,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Die Urbane. Eine HipHop Partei,Zweitstimmen,59,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Basisdemokratische Partei Deutschland,Erststimmen,2254,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Basisdemokratische Partei Deutschland,Zweitstimmen,1836,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wir Bürger (2021: Liberal-Konservative Reformer),Erststimmen,202,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,60,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Südschleswigscher Wählerverband,Erststimmen,9410,144050
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Südschleswigscher Wählerverband,Zweitstimmen,9516,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,239,144145
data-raw/w-btw21_kerg,district,2,Nordfriesland – Dithmarschen Nord,1,Volt Deutschland,Zweitstimmen,237,144145
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wahlberechtigte,Erststimmen,176899,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wahlberechtigte,Zweitstimmen,176899,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wählende,Erststimmen,136299,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wählende,Zweitstimmen,136299,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Ungültige Stimmen,Erststimmen,1319,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Ungültige Stimmen,Zweitstimmen,1190,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Gültige Stimmen,Erststimmen,134980,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Gültige Stimmen,Zweitstimmen,135109,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Christlich Demokratische Union Deutschlands,Erststimmen,39431,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Christlich Demokratische Union Deutschlands,Zweitstimmen,32842,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Sozialdemokratische Partei Deutschlands,Erststimmen,39379,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Sozialdemokratische Partei Deutschlands,Zweitstimmen,37468,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Alternative für Deutschland,Erststimmen,10429,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Alternative für Deutschland,Zweitstimmen,11303,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Freie Demokratische Partei,Erststimmen,19315,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Freie Demokratische Partei,Zweitstimmen,18492,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,DIE LINKE,Erststimmen,4339,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,DIE LINKE,Zweitstimmen,4524,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,16686,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,19237,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,FREIE WÄHLER,Erststimmen,2566,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,FREIE WÄHLER,Zweitstimmen,1713,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1346,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1719,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,190,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Ökologisch-Demokratische Partei,Zweitstimmen,105,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Erststimmen,581,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,250,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,25,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Deutsche Kommunistische Partei,Zweitstimmen,29,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Partei der Humanisten,Zweitstimmen,118,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Die Urbane. Eine HipHop Partei,Zweitstimmen,77,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Basisdemokratische Partei Deutschland,Erststimmen,2040,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Basisdemokratische Partei Deutschland,Zweitstimmen,1712,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wir Bürger (2021: Liberal-Konservative Reformer),Erststimmen,214,134980
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,84,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Südschleswigscher Wählerverband,Zweitstimmen,3366,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,283,135109
data-raw/w-btw21_kerg,district,3,Steinburg – Dithmarschen Süd,1,Volt Deutschland,Zweitstimmen,226,135109
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Wahlberechtigte,Erststimmen,202226,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Wahlberechtigte,Zweitstimmen,202226,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Wählende,Erststimmen,162060,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Wählende,Zweitstimmen,162060,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Ungültige Stimmen,Erststimmen,1410,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Ungültige Stimmen,Zweitstimmen,1105,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Gültige Stimmen,Erststimmen,160650,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Gültige Stimmen,Zweitstimmen,160955,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Christlich Demokratische Union Deutschlands,Erststimmen,47688,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Christlich Demokratische Union Deutschlands,Zweitstimmen,38517,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Sozialdemokratische Partei Deutschlands,Erststimmen,49474,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Sozialdemokratische Partei Deutschlands,Zweitstimmen,43148,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Alternative für Deutschland,Erststimmen,10200,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Alternative für Deutschland,Zweitstimmen,10564,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Freie Demokratische Partei,Erststimmen,12903,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Freie Demokratische Partei,Zweitstimmen,19322,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,DIE LINKE,Erststimmen,4416,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,DIE LINKE,Zweitstimmen,5163,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,23832,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,28828,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,FREIE WÄHLER,Erststimmen,1651,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,FREIE WÄHLER,Zweitstimmen,1174,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Erststimmen,2150,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1618,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1728,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,158,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Ökologisch-Demokratische Partei,Zweitstimmen,122,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,127,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,33,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Deutsche Kommunistische Partei,Zweitstimmen,23,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Partei der Humanisten,Zweitstimmen,136,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Die Urbane. Eine HipHop Partei,Zweitstimmen,69,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Basisdemokratische Partei Deutschland,Erststimmen,2502,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Basisdemokratische Partei Deutschland,Zweitstimmen,2375,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,49,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Südschleswigscher Wählerverband,Erststimmen,5834,160650
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Südschleswigscher Wählerverband,Zweitstimmen,7304,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,244,160955
data-raw/w-btw21_kerg,district,4,Rendsburg-Eckernförde,1,Volt Deutschland,Zweitstimmen,253,160955
data-raw/w-btw21_kerg,district,5,Kiel,1,Wahlberechtigte,Erststimmen,202482,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Wahlberechtigte,Zweitstimmen,202482,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Wählende,Erststimmen,155986,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Wählende,Zweitstimmen,155986,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Ungültige Stimmen,Erststimmen,1170,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Ungültige Stimmen,Zweitstimmen,918,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Gültige Stimmen,Erststimmen,154816,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Gültige Stimmen,Zweitstimmen,155068,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Christlich Demokratische Union Deutschlands,Erststimmen,28416,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Christlich Demokratische Union Deutschlands,Zweitstimmen,23920,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Sozialdemokratische Partei Deutschlands,Erststimmen,45709,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Sozialdemokratische Partei Deutschlands,Zweitstimmen,40338,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Alternative für Deutschland,Erststimmen,7147,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Alternative für Deutschland,Zweitstimmen,7654,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Freie Demokratische Partei,Erststimmen,11445,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Freie Demokratische Partei,Zweitstimmen,16110,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,DIE LINKE,Erststimmen,7275,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,DIE LINKE,Zweitstimmen,9430,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,43532,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,44089,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,FREIE WÄHLER,Erststimmen,1144,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,FREIE WÄHLER,Zweitstimmen,954,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Erststimmen,2944,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,2185,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1676,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,122,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Ökologisch-Demokratische Partei,Zweitstimmen,116,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,171,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Marxistisch-Leninistische Partei Deutschlands,Erststimmen,76,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,39,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Deutsche Kommunistische Partei,Erststimmen,110,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Deutsche Kommunistische Partei,Zweitstimmen,88,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Partei der Humanisten,Zweitstimmen,299,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Die Urbane. Eine HipHop Partei,Erststimmen,202,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Die Urbane. Eine HipHop Partei,Zweitstimmen,114,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Basisdemokratische Partei Deutschland,Erststimmen,2009,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Basisdemokratische Partei Deutschland,Zweitstimmen,1924,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,50,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Südschleswigscher Wählerverband,Erststimmen,4141,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Südschleswigscher Wählerverband,Zweitstimmen,4486,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,747,155068
data-raw/w-btw21_kerg,district,5,Kiel,1,Volt Deutschland,Erststimmen,666,154816
data-raw/w-btw21_kerg,district,5,Kiel,1,Volt Deutschland,Zweitstimmen,556,155068
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Wahlberechtigte,Erststimmen,174908,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Wahlberechtigte,Zweitstimmen,174908,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Wählende,Erststimmen,133721,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Wählende,Zweitstimmen,133721,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Ungültige Stimmen,Erststimmen,1759,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Ungültige Stimmen,Zweitstimmen,1194,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Gültige Stimmen,Erststimmen,131962,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Gültige Stimmen,Zweitstimmen,132527,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Christlich Demokratische Union Deutschlands,Erststimmen,36870,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Christlich Demokratische Union Deutschlands,Zweitstimmen,30290,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Sozialdemokratische Partei Deutschlands,Erststimmen,41497,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Sozialdemokratische Partei Deutschlands,Zweitstimmen,38670,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Alternative für Deutschland,Erststimmen,9404,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Alternative für Deutschland,Zweitstimmen,9741,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Freie Demokratische Partei,Erststimmen,12420,131962
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,Freie Demokratische Partei,Zweitstimmen,15901,132527
data-raw/w-btw21_kerg,district,6,Plön – Neumünster,1,DIE LINKE,Erststimmen,3718,131962
